Timestamp,Temp_C,Lat,Lon,Alt_m,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
80897,25.97235,7.8803,80.7718,36,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
82021,25.94002,7.8804,80.7718,36.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
83145,25.89582,7.8805,80.7718,37,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
84269,25.84032,7.8806,80.7718,37.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
85393,25.77422,7.8807,80.7718,38,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
86517,25.69834,7.8808,80.7718,38.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
87641,25.61365,7.8809,80.7718,39,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
88765,25.52122,7.881,80.7718,39.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
89889,25.42221,7.8811,80.7718,40,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
91013,25.31787,7.8812,80.7718,40.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
92137,25.20951,7.8813,80.7718,41,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
93261,25.09852,7.8814,80.7718,41.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
94385,24.98628,7.8815,80.7718,42,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
95509,24.87421,7.8816,80.7718,42.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
96633,24.76373,7.8817,80.7718,43,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
97757,24.65624,7.8818,80.7718,43.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
98881,24.55308,7.8819,80.7718,44,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
100005,24.45556,7.882,80.7718,44.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
101129,24.36491,7.8821,80.7718,45,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
102253,24.28228,7.8822,80.7718,45.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
103377,24.20871,7.8823,80.7718,46,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
104501,24.14512,7.8824,80.7718,46.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
105625,24.09232,7.8825,80.7718,47,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
106749,24.05098,7.8826,80.7718,47.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
107873,24.02161,7.8827,80.7718,48,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
108997,24.00459,7.8828,80.7718,48.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
110121,24.00014,7.8829,80.7718,49,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
111245,24.0083,7.883,80.7718,49.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
112369,24.02898,7.8831,80.7718,50,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
113493,24.06191,7.8832,80.7718,50.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
114617,24.10668,7.8833,80.7718,51,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
115741,24.16273,7.8834,80.7718,51.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
116865,24.22934,7.8835,80.7718,52,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
117989,24.30568,7.8836,80.7718,52.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
119113,24.39079,7.8837,80.7718,53,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
120237,24.48358,7.8838,80.7718,53.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
121361,24.58288,7.8839,80.7718,54,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
122485,24.68746,7.884,80.7718,54.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
123609,24.79597,7.8841,80.7718,55,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
124733,24.90706,7.8842,80.7718,55.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
125857,25.01933,7.8843,80.7718,56,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
126981,25.13135,7.8844,80.7718,56.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
128105,25.24171,7.8845,80.7718,57,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
129229,25.34902,7.8846,80.7718,57.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
130353,25.45193,7.8847,80.7718,58,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
131477,25.54914,7.8848,80.7718,58.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
132601,25.63941,7.8849,80.7718,59,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
133725,25.72161,7.885,80.7718,59.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
134849,25.79471,7.8851,80.7718,60,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
135973,25.85778,7.8852,80.7718,60.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
137097,25.91002,7.8853,80.7718,61,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
138221,25.95078,7.8854,80.7718,61.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
139345,25.97953,7.8855,80.7718,62,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
140469,25.99593,7.8856,80.7718,62.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
141593,25.99976,7.8857,80.7718,63,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
142717,25.99096,7.8858,80.7718,63.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
143841,25.96967,7.8859,80.7718,64,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
144965,25.93613,7.886,80.7718,64.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
146089,25.89078,7.8861,80.7718,65,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
147213,25.83419,7.8862,80.7718,65.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
148337,25.76707,7.8863,80.7718,66,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
149461,25.69027,7.8864,80.7718,66.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
150585,25.60476,7.8865,80.7718,67,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
151709,25.51162,7.8866,80.7718,67.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
152833,25.41201,7.8867,80.7718,68,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
153957,25.30721,7.8868,80.7718,68.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
155081,25.19854,7.8869,80.7718,69,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
156205,25.08735,7.887,80.7718,69.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
157329,24.97507,7.8871,80.7718,70,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
158453,24.86309,7.8872,80.7718,70.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
159577,24.75285,7.8873,80.7718,71,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
160701,24.64573,7.8874,80.7718,71.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
161825,24.54307,7.8875,80.7718,72,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
162949,24.44619,7.8876,80.7718,72.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
164073,24.35629,7.8877,80.7718,73,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
165197,24.27452,7.8878,80.7718,73.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
166321,24.2019,7.8879,80.7718,74,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
167445,24.13935,7.888,80.7718,74.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
168569,24.08767,7.8881,80.7718,75,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
169693,24.0475,7.8882,80.7718,75.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
170817,24.01935,7.8883,80.7718,76,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
171941,24.00358,7.8884,80.7718,76.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
173065,24.00039,7.8885,80.7718,77,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
174189,24.0098,7.8886,80.7718,77.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
175313,24.03172,7.8887,80.7718,78,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
176437,24.06586,7.8888,80.7718,78.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
177561,24.11178,7.8889,80.7718,79,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
178685,24.16891,7.889,80.7718,79.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
179809,24.23654,7.8891,80.7718,80,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
180933,24.3138,7.8892,80.7718,80.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
182057,24.39972,7.8893,80.7718,81,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
183181,24.49321,7.8894,80.7718,81.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
184305,24.5931,7.8895,80.7718,82,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
185429,24.69813,7.8896,80.7718,82.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
186553,24.80696,7.8897,80.7718,83,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
187677,24.91824,7.8898,80.7718,83.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
188801,25.03054,7.8899,80.7718,84,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
189925,25.14246,7.89,80.7718,84.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
191049,25.25258,7.8901,80.7718,85,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
192173,25.35951,7.8902,80.7718,85.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
193297,25.46191,7.8903,80.7718,86,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
194421,25.55847,7.8904,80.7718,86.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
195545,25.64799,7.8905,80.7718,87,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
196669,25.72933,7.8906,80.7718,87.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
197793,25.80147,7.8907,80.7718,88,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
198917,25.86349,7.8908,80.7718,88.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
200041,25.91461,7.8909,80.7718,89,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
201165,25.95419,7.891,80.7718,89.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
202289,25.98173,7.8911,80.7718,90,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
203413,25.99688,7.8912,80.7718,90.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
204537,25.99944,7.8913,80.7718,91,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
205661,25.9894,7.8914,80.7718,91.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
206785,25.96686,7.8915,80.7718,92,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
207909,25.93213,7.8916,80.7718,92.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
209033,25.88563,7.8917,80.7718,93,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
210157,25.82795,7.8918,80.7718,93.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
211281,25.75983,7.8919,80.7718,94,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
212405,25.68211,7.892,80.7718,94.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
213529,25.59579,7.8921,80.7718,95,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
214653,25.50195,7.8922,80.7718,95.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
215777,25.40177,7.8923,80.7718,96,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
216901,25.29652,7.8924,80.7718,96.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
218025,25.18753,7.8925,80.7718,97,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
219149,25.07617,7.8926,80.7718,97.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
220273,24.96386,7.8927,80.7718,98,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
221397,24.85199,7.8928,80.7718,98.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
222521,24.742,7.8929,80.7718,99,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
223645,24.63526,7.893,80.7718,99.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
224769,24.53313,7.8931,80.7718,100,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
225893,24.43688,7.8932,80.7718,100.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
227017,24.34775,7.8933,80.7718,101,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
228141,24.26684,7.8934,80.7718,101.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
229265,24.19519,7.8935,80.7718,102,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
230389,24.1337,7.8936,80.7718,102.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
231513,24.08314,7.8937,80.7718,103,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
232637,24.04415,7.8938,80.7718,103.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
233761,24.01722,7.8939,80.7718,104,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
234885,24.0027,7.894,80.7718,104.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
236009,24.00076,7.8941,80.7718,105,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
237133,24.01143,7.8942,80.7718,105.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
238257,24.03458,7.8943,80.7718,106,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
239381,24.06992,7.8944,80.7718,106.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
240505,24.11699,7.8945,80.7718,107,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
241629,24.1752,7.8946,80.7718,107.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
242753,24.24383,7.8947,80.7718,108,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
243877,24.322,7.8948,80.7718,108.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
245001,24.40872,7.8949,80.7718,109,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
246125,24.50291,7.895,80.7718,109.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
247249,24.60337,7.8951,80.7718,110,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
248373,24.70884,7.8952,80.7718,110.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
249497,24.81798,7.8953,80.7718,111,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
250621,24.92942,7.8954,80.7718,111.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
251745,25.04175,7.8955,80.7718,112,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
252869,25.15355,7.8956,80.7718,112.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
253993,25.26341,7.8957,80.7718,113,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
255117,25.36995,7.8958,80.7718,113.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
256241,25.47182,7.8959,80.7718,114,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
257365,25.56774,7.896,80.7718,114.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
258489,25.65649,7.8961,80.7718,115,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
259613,25.73696,7.8962,80.7718,115.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
260737,25.80812,7.8963,80.7718,116,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
261861,25.86909,7.8964,80.7718,116.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
262985,25.91909,7.8965,80.7718,117,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
264109,25.95749,7.8966,80.7718,117.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
265233,25.9838,7.8967,80.7718,118,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
266357,25.9977,7.8968,80.7718,118.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
267481,25.99901,7.8969,80.7718,119,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
268605,25.98771,7.897,80.7718,119.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
269729,25.96394,7.8971,80.7718,120,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
270853,25.92801,7.8972,80.7718,120.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
271977,25.88037,7.8973,80.7718,121,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
273101,25.82161,7.8974,80.7718,121.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
274225,25.75249,7.8975,80.7718,122,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
275349,25.67387,7.8976,80.7718,122.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
276473,25.58675,7.8977,80.7718,123,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
277597,25.49222,7.8978,80.7718,123.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
278721,25.39148,7.8979,80.7718,124,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
279845,25.28579,7.898,80.7718,124.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
280969,25.1765,7.8981,80.7718,125,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
282093,25.06499,7.8982,80.7718,125.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
283217,24.95265,7.8983,80.7718,126,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
284341,24.84091,7.8984,80.7718,126.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
285465,24.73118,7.8985,80.7718,127,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
286589,24.62484,7.8986,80.7718,127.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
287713,24.52324,7.8987,80.7718,128,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
288837,24.42765,7.8988,80.7718,128.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
289961,24.33929,7.8989,80.7718,129,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
291085,24.25926,7.899,80.7718,129.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
292209,24.18859,7.8991,80.7718,130,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
293333,24.12815,7.8992,80.7718,130.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
294457,24.07872,7.8993,80.7718,131,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
295581,24.04091,7.8994,80.7718,131.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
296705,24.01521,7.8995,80.7718,132,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
297829,24.00194,7.8996,80.7718,132.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
298953,24.00126,7.8997,80.7718,133,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
300077,24.01319,7.8998,80.7718,133.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
301201,24.03757,7.8999,80.7718,134,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
302325,24.07409,7.9,80.7718,134.5,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
303449,24.12231,7.9001,80.7718,135,0.12,0.05,9.81,0.01,0,-0.01,15,22.5,40.2
